Date,Time,Temperature Front,Humidity Front,Temperature Middle,Humidity Middle,Temperature Back,Humidity Back,Fan/Wet Wall State
2019/02/23,20:18:24,21,89,22,78,21,83,F
2019/02/23,20:23:24,21,88,22,78,21,82,F
2019/02/23,20:28:24,21,88,22,77,21,82,F
2019/02/23,20:33:26,21,89,22,78,21,82,F
2019/02/23,20:38:25,21,89,22,77,21,82,F
2019/02/23,20:43:26,21,88,22,77,22,82,F
2019/02/23,20:48:27,21,88,22,77,22,82,F
2019/02/23,20:53:28,21,88,22,77,22,81,F
2019/02/23,20:58:29,21,88,22,76,22,81,F
2019/02/23,21:03:30,21,87,22,76,21,80,F
2019/02/23,21:08:30,21,88,22,76,21,80,F
2019/02/23,21:13:30,21,87,22,75,21,80,F
2019/02/23,21:18:31,21,86,22,76,21,81,F
2019/02/23,21:23:32,21,87,22,76,21,81,F
2019/02/23,21:28:33,21,87,22,76,21,81,F
2019/02/23,21:33:33,21,86,22,75,21,80,F
2019/02/23,21:38:37,21,86,22,76,21,80,F
2019/02/23,21:43:38,21,87,22,76,21,81,F
2019/02/23,21:48:38,21,87,22,76,21,81,F
2019/02/23,21:53:37,21,87,22,76,21,81,F
2019/02/23,21:58:38,21,87,22,76,21,80,F
2019/02/23,22:03:38,21,87,22,76,21,81,F
2019/02/23,22:08:38,21,87,22,76,21,80,F
2019/02/23,22:13:39,21,86,22,76,21,80,F
2019/02/23,22:18:39,21,87,22,76,21,81,F
2019/02/23,22:23:39,21,86,22,75,21,80,F
2019/02/23,22:28:39,21,86,22,75,21,80,F
2019/02/23,22:33:40,21,85,22,75,21,80,F
2019/02/23,22:38:41,20,85,22,74,21,79,F
2019/02/23,22:43:40,20,85,22,74,21,79,F
2019/02/23,22:48:42,20,85,22,75,21,80,F
2019/02/23,22:53:43,20,85,21,74,20,79,F
2019/02/23,22:58:44,20,86,21,75,20,80,F
2019/02/23,23:03:49,20,86,21,76,20,80,F
2019/02/23,23:08:50,20,85,21,75,20,80,F
2019/02/23,23:13:49,20,85,21,74,20,79,F
2019/02/23,23:18:51,20,84,21,74,20,78,F
2019/02/23,23:23:56,20,83,21,74,20,78,F
2019/02/23,23:28:57,20,82,21,74,20,78,F
2019/02/23,23:33:58,20,82,21,73,20,77,F
2019/02/23,23:38:59,20,82,21,73,20,77,F
2019/02/23,23:43:58,20,82,21,73,20,77,F
2019/02/23,23:48:59,20,83,21,72,20,77,F
2019/02/23,23:54:00,20,82,21,72,20,76,F
2019/02/23,23:59:07,20,82,21,72,20,76,F
2020/02/23,00:04:09,20,82,21,73,20,77,F
2020/02/23,00:09:10,20,82,21,73,20,76,F
2020/02/23,00:14:10,20,82,21,73,20,76,F
2020/02/23,00:19:10,20,82,21,72,20,76,F
2020/02/23,00:24:11,20,82,21,73,20,77,F
2020/02/23,00:29:12,20,83,21,73,20,77,F
2020/02/23,00:34:12,20,83,21,73,20,77,F
2020/02/23,00:39:12,20,83,21,73,20,78,F
2020/02/23,00:44:11,20,83,21,74,20,78,F
2020/02/23,00:49:13,20,83,21,74,20,78,F
2020/02/23,00:54:12,20,84,21,73,20,77,F
2020/02/23,00:59:12,20,83,21,73,20,77,F
2020/02/23,01:04:13,20,83,21,73,20,77,F
2020/02/23,01:09:13,20,84,21,74,20,78,F
2020/02/23,01:14:13,20,84,21,74,20,78,F
2020/02/23,01:19:13,20,85,20,75,20,80,F
2020/02/23,01:24:13,19,88,20,76,19,81,F
2020/02/23,01:29:12,19,89,20,77,19,83,F
2020/02/23,01:34:13,19,91,20,79,19,85,F
2020/02/23,01:39:16,19,94,20,80,19,86,F
2020/02/23,01:44:17,19,97,20,81,19,88,F
2020/02/23,01:49:18,19,99,20,82,19,88,F
2020/02/23,01:54:18,18,99,20,82,19,89,F
2020/02/23,01:59:18,18,99,20,82,19,90,F
2020/02/23,02:04:18,18,99,20,84,19,91,F
2020/02/23,02:09:18,18,99,20,83,19,90,F
2020/02/23,02:14:19,18,99,20,83,18,91,F
2020/02/23,02:19:19,18,99,20,84,19,92,F
2020/02/23,02:24:21,18,99,20,83,19,91,F
2020/02/23,02:29:21,18,99,20,83,18,91,F
2020/02/23,02:34:22,18,99,20,84,19,91,F
2020/02/23,02:39:23,18,99,20,84,19,91,F
2020/02/23,02:44:24,18,99,20,83,19,91,F
2020/02/23,02:49:25,18,99,20,83,19,91,F
2020/02/23,02:54:26,18,99,20,83,19,90,F
2020/02/23,02:59:26,18,99,20,83,19,91,F
2020/02/23,03:04:26,18,99,20,84,19,91,F
2020/02/23,03:09:28,18,99,20,83,19,90,F
2020/02/23,03:14:28,18,99,20,84,19,91,F
2020/02/23,03:19:29,18,99,20,84,19,92,F
2020/02/23,03:24:31,18,99,20,84,19,92,F
2020/02/23,03:29:31,18,99,20,84,18,92,F
2020/02/23,03:34:32,18,99,20,85,18,93,F
2020/02/23,03:39:35,18,99,20,85,18,93,F
2020/02/23,03:44:37,18,99,20,85,18,94,F
2020/02/23,03:49:37,18,99,20,85,18,93,F
2020/02/23,03:54:37,18,99,19,85,18,93,F
2020/02/23,03:59:38,18,99,19,85,18,93,F
2020/02/23,04:04:39,18,99,19,85,18,93,F
2020/02/23,04:09:38,18,99,19,85,18,93,F
2020/02/23,04:14:39,18,99,19,85,18,93,F
2020/02/23,04:19:39,18,99,20,85,18,92,F
2020/02/23,04:24:40,18,99,20,84,18,92,F
2020/02/23,04:29:41,18,99,20,83,19,91,F
2020/02/23,04:34:42,18,99,20,83,19,90,F
2020/02/23,04:39:41,18,99,20,83,19,90,F
2020/02/23,04:44:42,18,99,20,83,19,90,F
2020/02/23,04:49:43,18,99,20,83,19,90,F
2020/02/23,04:54:43,18,99,20,83,19,90,F
2020/02/23,04:59:43,18,99,20,83,19,90,F
2020/02/23,05:04:46,18,99,20,83,19,90,F
2020/02/23,05:09:46,18,99,20,83,19,90,F
2020/02/23,05:14:46,18,99,20,83,19,90,F
2020/02/23,05:19:47,18,99,20,84,19,91,F
2020/02/23,05:24:48,18,99,20,84,19,91,F
2020/02/23,05:29:50,18,99,20,85,18,92,F
2020/02/23,05:34:50,18,99,20,85,18,92,F
2020/02/23,05:39:50,18,99,20,85,18,92,F
2020/02/23,05:44:50,18,99,20,84,18,91,F
2020/02/23,05:49:51,18,99,20,84,19,91,F
2020/02/23,05:54:52,18,99,20,84,18,91,F
2020/02/23,05:59:52,18,99,20,85,18,93,F
2020/02/23,06:04:52,18,99,19,86,18,93,F
2020/02/23,06:09:51,18,99,19,86,18,93,F
2020/02/23,06:14:52,18,99,19,86,18,94,F
2020/02/23,06:19:54,18,99,19,86,18,94,F
2020/02/23,06:24:57,18,99,20,86,18,94,F
2020/02/23,06:29:57,18,99,19,86,18,94,F
2020/02/23,06:34:59,18,99,19,87,18,94,F
2020/02/23,06:40:01,18,99,19,86,18,95,F
2020/02/23,06:45:03,18,99,20,87,18,95,F
2020/02/23,06:50:02,18,99,20,87,18,95,F
2020/02/23,06:55:04,18,99,20,87,18,94,F
2020/02/23,07:00:04,18,99,20,87,18,94,F
2020/02/23,07:05:05,18,99,20,88,18,96,F
2020/02/23,07:10:05,18,99,20,88,18,97,F
2020/02/23,07:15:05,18,99,20,89,18,98,F
2020/02/23,07:20:04,18,99,20,90,18,99,F
2020/02/23,07:25:06,18,99,20,90,18,99,F
2020/02/23,07:30:07,18,99,20,90,18,98,F
2020/02/23,07:35:07,18,99,20,89,19,98,F
2020/02/23,07:40:08,18,99,20,89,19,98,F
2020/02/23,07:45:07,18,99,20,89,19,98,F
2020/02/23,07:50:08,18,99,20,90,19,98,F
2020/02/23,07:55:08,18,99,20,90,19,99,F
2020/02/23,08:00:12,18,99,20,90,19,99,F
2020/02/23,08:05:14,18,99,20,90,19,99,F
2020/02/23,08:10:15,18,99,20,90,19,99,F
2020/02/23,08:15:15,18,99,20,90,19,99,F
2020/02/23,08:20:15,18,99,20,90,18,99,F
2020/02/23,08:25:18,18,99,20,89,18,98,F
2020/02/23,08:30:20,18,99,20,88,19,95,F
2020/02/23,08:35:21,18,99,20,87,19,95,F
2020/02/23,08:40:23,18,99,20,88,19,96,F
2020/02/23,08:45:26,18,99,21,88,20,96,F
2020/02/23,08:50:27,18,99,21,88,20,96,F
2020/02/23,08:55:27,18,99,21,87,20,95,F
2020/02/23,09:00:28,18,99,21,88,20,95,F
2020/02/23,09:05:28,18,99,21,65,20,94,F
2020/02/23,09:10:29,18,99,22,68,20,93,F
2020/02/23,09:15:30,18,99,22,51,20,92,F
2020/02/23,09:20:32,18,99,22,51,20,93,F
2020/02/23,09:25:32,18,99,22,22,20,94,F
2020/02/23,09:30:33,18,99,22,50,20,94,F
2020/02/23,09:35:33,18,99,21,34,20,94,F
2020/02/23,09:40:36,18,99,22,68,20,93,F
2020/02/23,09:45:38,18,99,22,85,20,94,F
2020/02/23,09:50:38,18,99,22,64,20,94,F
2020/02/23,09:55:38,18,99,22,86,20,95,F
2020/02/23,10:00:41,18,99,21,53,20,96,F
2020/02/23,10:05:42,18,99,22,21,20,95,F
2020/02/23,10:10:42,18,99,22,83,20,93,F
2020/02/23,10:15:41,18,99,22,67,20,93,F
2020/02/23,10:20:42,18,99,22,64,20,94,F
2020/02/23,10:25:42,18,99,22,52,20,94,F
2020/02/23,10:30:43,18,99,22,84,20,94,F
2020/02/23,10:35:44,18,99,22,84,21,93,F
2020/02/23,10:40:45,18,99,22,64,20,94,F
2020/02/23,10:45:46,18,99,22,35,20,96,F
2020/02/23,10:50:46,18,99,22,52,20,96,F
2020/02/23,10:55:47,18,99,22,22,20,94,F
2020/02/23,11:00:48,18,99,22,63,20,93,F
2020/02/23,11:05:47,18,99,22,18,20,94,F
2020/02/23,11:10:49,18,99,23,62,21,89,F
2020/02/23,11:15:51,23,94,25,55,23,81,F
2020/02/23,11:20:52,23,92,25,73,24,80,F
2020/02/23,11:25:53,22,97,24,46,22,85,F
2020/02/23,11:30:53,22,97,23,64,22,88,F
2020/02/23,11:35:55,22,98,24,32,22,86,F
2020/02/23,11:40:56,22,93,24,37,23,80,F
2020/02/23,11:45:57,22,93,24,46,22,82,F
2020/02/23,11:50:59,21,96,23,16,22,84,F
2020/02/23,11:56:00,22,93,24,38,22,81,F
2020/02/23,12:01:01,22,91,24,73,22,80,F
2020/02/23,12:06:02,22,89,24,57,22,79,F
2020/02/23,12:11:02,21,91,23,20,21,82,F
2020/02/23,12:16:02,21,93,23,19,21,84,F
2020/02/23,12:21:02,21,93,23,57,21,84,F
2020/02/23,12:26:02,21,93,22,61,20,84,F
2020/02/23,12:31:02,21,93,22,51,21,84,F
2020/02/23,12:36:03,21,94,22,58,21,84,F
2020/02/23,12:41:03,20,95,22,63,20,86,F
2020/02/23,12:46:04,20,95,22,78,20,85,F
2020/02/23,12:51:06,20,97,22,48,20,87,F
2020/02/23,12:56:07,20,96,22,52,20,86,F
2020/02/23,13:01:08,20,94,22,39,20,84,F
2020/02/23,13:06:08,20,94,22,47,21,84,F
2020/02/23,13:11:12,21,93,22,40,21,83,F
2020/02/23,13:16:13,21,92,23,18,21,82,F
2020/02/23,13:21:14,21,92,23,45,21,82,F
2020/02/23,13:26:14,21,93,22,46,21,85,F
2020/02/23,13:31:15,20,94,22,46,20,86,F
2020/02/23,13:36:16,21,94,22,51,21,84,F
2020/02/23,13:41:16,22,92,23,75,21,82,F
2020/02/23,13:46:18,22,91,24,45,22,81,F
2020/02/23,13:51:21,22,89,24,16,22,79,F
2020/02/23,13:56:22,23,88,25,70,23,77,F
2020/02/23,14:01:22,24,86,26,52,24,74,F
2020/02/23,14:06:23,25,83,27,51,26,72,F
2020/02/23,14:11:23,26,81,28,32,27,69,F
2020/02/23,14:16:23,27,80,29,64,27,69,F
2020/02/23,14:21:23,28,65,30,38,28,58,T
2020/02/23,14:26:22,23,70,25,1,22,67,T
2020/02/23,14:31:22,22,79,23,47,21,76,F
2020/02/23,14:36:23,25,75,26,51,24,71,F
2020/02/23,14:41:23,26,73,28,62,26,68,F
2020/02/23,14:46:25,26,72,28,31,26,67,F
2020/02/23,14:51:26,28,67,29,23,28,62,T
2020/02/23,14:56:26,26,60,27,29,24,57,T
2020/02/23,15:01:27,24,63,25,42,22,62,T
2020/02/23,15:06:27,23,63,24,33,21,62,T
2020/02/23,15:11:26,23,60,24,31,21,57,T
2020/02/23,15:16:28,22,58,22,39,21,55,F
2020/02/23,15:21:28,24,58,26,12,24,55,F
2020/02/23,15:26:29,27,57,29,29,27,52,T
2020/02/23,15:31:30,25,49,27,26,24,46,T
2020/02/23,15:36:32,22,51,23,36,21,48,T
2020/02/23,15:41:36,24,50,24,24,23,48,F
2020/02/23,15:46:35,28,46,30,23,28,41,T
2020/02/23,15:51:36,28,40,31,33,27,36,T
2020/02/23,15:56:39,24,43,25,38,23,42,T
2020/02/23,16:01:40,24,44,26,21,24,42,T
2020/02/23,16:06:41,25,44,25,32,24,43,T
2020/02/23,16:11:41,23,46,24,32,22,45,T
2020/02/23,16:16:42,24,45,25,33,23,44,T
2020/02/23,16:21:42,25,42,27,30,25,40,T
2020/02/23,16:26:44,23,44,25,16,22,43,T
2020/02/23,16:31:44,22,49,23,28,21,48,F
2020/02/23,16:36:44,24,48,25,22,24,46,F
2020/02/23,16:41:44,27,45,28,40,26,42,T
2020/02/23,16:46:45,27,40,28,22,26,39,T
2020/02/23,16:51:45,27,40,28,36,26,38,T
2020/02/23,16:56:44,27,39,28,22,26,37,T
2020/02/23,17:01:45,25,42,27,28,24,41,T
2020/02/23,17:06:46,22,49,23,45,21,48,F
2020/02/23,17:11:46,22,51,23,29,21,52,F
2020/02/23,17:16:47,24,51,25,24,24,50,F
2020/02/23,17:21:53,24,53,25,49,24,52,F
2020/02/23,17:26:54,26,49,27,36,26,49,F
2020/02/23,17:31:55,28,43,30,31,27,42,T
2020/02/23,17:36:56,26,41,27,23,25,39,T
2020/02/23,17:41:56,24,44,25,27,22,42,T
2020/02/23,17:46:55,22,49,22,20,21,49,F
2020/02/23,17:51:56,22,53,23,40,21,53,F
2020/02/23,17:56:56,22,56,23,18,21,55,F
2020/02/23,18:01:57,22,58,23,40,21,57,F
2020/02/23,18:06:57,21,62,22,34,21,59,F
2020/02/23,18:11:58,21,67,22,14,20,62,F
2020/02/23,18:16:59,21,69,22,15,21,62,F
2020/02/23,18:21:59,21,70,22,16,21,64,F
2020/02/23,18:26:59,21,73,22,25,20,67,F
2020/02/23,18:31:59,21,73,22,48,21,68,F
2020/02/23,18:36:59,21,75,22,48,20,69,F
2020/02/23,18:41:58,21,78,22,50,20,71,F
2020/02/23,18:46:59,20,82,21,55,20,75,F
2020/02/23,18:51:59,20,84,21,57,19,78,F
2020/02/23,18:56:58,19,86,20,55,19,80,F
2020/02/23,19:01:59,19,88,20,46,19,82,F
2020/02/23,19:07:00,19,90,20,76,18,83,F
2020/02/23,19:12:00,19,91,20,58,18,83,F
2020/02/23,19:17:00,19,92,20,62,18,85,F
2020/02/23,19:22:00,19,94,20,59,18,86,F
2020/02/23,19:27:01,19,94,20,47,18,86,F
2020/02/23,19:32:02,18,94,19,47,18,86,F
2020/02/23,19:37:03,18,94,19,63,17,86,F
2020/02/23,19:42:02,18,93,19,80,17,87,F
2020/02/23,19:47:03,17,95,19,65,17,88,F
2020/02/23,19:52:04,17,97,19,40,17,89,F
2020/02/23,19:57:04,18,98,19,49,17,90,F
2020/02/23,20:02:04,17,99,18,20,17,91,F
2020/02/23,20:07:04,17,99,18,51,16,92,F
2020/02/23,20:12:05,17,99,18,63,16,94,F
2020/02/23,20:17:07,17,99,17,68,16,94,F
2020/02/23,20:22:07,17,99,18,64,16,94,F
2020/02/23,20:27:07,17,99,18,68,16,94,F
2020/02/23,20:32:07,17,99,18,43,17,94,F
2020/02/23,20:37:06,17,99,18,22,17,94,F
2020/02/23,20:42:08,17,99,18,86,17,94,F
2020/02/23,20:47:08,17,99,18,65,17,95,F
2020/02/23,20:52:09,17,99,19,52,17,96,F
2020/02/23,20:57:09,17,99,19,65,17,96,F
2020/02/23,21:02:10,17,99,19,35,17,95,F
2020/02/23,21:07:10,17,99,19,52,17,95,F
2020/02/23,21:12:10,17,99,19,43,17,95,F
2020/02/23,21:17:10,17,99,18,68,16,95,F
2020/02/23,21:22:09,17,99,18,69,16,95,F
2020/02/23,21:27:10,17,99,18,22,16,96,F
2020/02/23,21:32:11,17,99,17,87,15,96,F
2020/02/23,21:37:12,17,99,17,53,15,97,F
2020/02/23,21:42:12,17,99,17,52,15,98,F
2020/02/23,21:47:12,17,99,17,24,15,97,F
2020/02/23,21:52:11,17,99,17,52,15,97,F
2020/02/23,21:57:12,17,99,17,70,15,98,F
2020/02/23,22:02:13,17,99,17,88,16,98,F
2020/02/23,22:07:14,17,99,17,87,16,96,F
2020/02/23,22:12:14,17,99,18,66,16,95,F
2020/02/23,22:17:19,17,99,18,53,16,97,F
2020/02/23,22:22:19,17,99,18,88,16,97,F
2020/02/23,22:27:21,17,99,18,46,16,98,F
2020/02/23,22:32:21,17,99,18,44,16,98,F
2020/02/23,22:37:23,17,99,18,53,16,98,F
2020/02/23,22:42:24,17,99,18,66,16,98,F
2020/02/23,22:47:25,17,99,18,89,16,99,F
2020/02/23,22:52:25,17,99,17,55,16,99,F
2020/02/23,22:57:24,17,99,17,67,16,99,F
2020/02/23,23:02:25,17,99,17,54,15,99,F
2020/02/23,23:07:25,17,99,17,72,15,99,F
2020/02/23,23:12:28,17,99,17,45,15,99,F
2020/02/23,23:17:30,17,99,17,1,15,99,F
2020/02/23,23:22:30,17,99,16,54,15,99,F
2020/02/23,23:27:31,17,99,16,71,15,99,F
2020/02/23,23:32:32,17,99,16,23,15,99,F
2020/02/23,23:37:33,17,99,16,54,15,99,F
2020/02/23,23:42:32,17,99,16,55,15,99,F
2020/02/23,23:47:33,17,99,16,55,15,99,F
2020/02/23,23:52:33,17,99,16,90,14,99,F
2020/02/23,23:57:32,17,99,16,54,15,99,F
2021/02/23,00:02:33,17,99,16,66,15,98,F
2021/02/23,00:07:37,17,99,16,53,15,99,F
2021/02/23,00:12:39,17,99,16,37,15,99,F
2021/02/23,00:17:41,17,99,16,19,15,99,F
2021/02/23,00:22:40,17,99,16,67,15,99,F
2021/02/23,00:27:41,17,99,16,36,14,99,F
2021/02/23,00:32:42,17,99,16,36,14,99,F
2021/02/23,00:37:41,17,99,16,72,14,99,F
2021/02/23,00:42:42,17,99,16,68,14,99,F
2021/02/23,00:47:41,17,99,16,37,14,99,F
2021/02/23,00:52:41,17,99,16,36,14,99,F
2021/02/23,00:57:41,17,99,15,55,14,99,F
2021/02/23,01:02:43,17,99,15,68,14,99,F
2021/02/23,01:07:44,17,99,15,72,14,99,F
2021/02/23,01:12:43,17,99,15,72,14,99,F
2021/02/23,01:17:44,17,99,15,67,13,99,F
2021/02/23,01:22:44,17,99,15,54,13,99,F
2021/02/23,01:27:44,17,99,15,89,13,99,F
2021/02/23,01:32:45,17,99,15,54,13,99,F
2021/02/23,01:37:46,17,99,15,67,13,99,F
2021/02/23,01:42:46,17,99,15,36,13,99,F
2021/02/23,01:47:47,17,99,15,54,13,98,F
2021/02/23,01:52:51,17,99,15,71,13,99,F
2021/02/23,01:57:51,17,99,15,23,13,99,F
2021/02/23,02:02:53,17,99,15,72,13,99,F
2021/02/23,02:07:54,17,99,14,89,13,99,F
2021/02/23,02:12:56,17,99,15,67,13,98,F
2021/02/23,02:17:57,17,99,14,67,13,99,F
2021/02/23,02:22:56,17,99,14,37,13,99,F
2021/02/23,02:27:56,17,99,14,72,13,98,F
2021/02/23,02:32:58,17,99,14,45,13,98,F
2021/02/23,02:37:57,17,99,14,54,13,99,F
2021/02/23,02:42:58,17,99,14,53,13,99,F
2021/02/23,02:47:57,17,99,14,53,13,98,F
2021/02/23,02:52:59,17,99,14,66,13,99,F
2021/02/23,02:57:59,17,99,14,71,13,98,F
2021/02/23,03:03:03,17,99,14,89,13,98,F
2021/02/23,03:08:04,17,99,14,35,12,98,F
2021/02/23,03:13:03,17,99,14,67,12,98,F
2021/02/23,03:18:05,17,99,14,71,12,99,F
2021/02/23,03:23:06,17,99,14,36,12,98,F
2021/02/23,03:28:08,17,99,14,53,12,99,F
2021/02/23,03:33:08,17,99,14,88,12,98,F
2021/02/23,03:38:09,17,99,14,53,12,98,F
2021/02/23,03:43:09,17,99,14,18,12,98,F
2021/02/23,03:48:10,17,99,14,53,12,98,F
2021/02/23,03:53:10,17,99,14,89,12,98,F
2021/02/23,03:58:11,17,99,14,89,12,98,F
2021/02/23,04:03:12,17,99,14,53,12,98,F
2021/02/23,04:08:13,17,99,14,67,12,99,F
2021/02/23,04:13:13,17,99,14,71,13,98,F
2021/02/23,04:18:14,17,99,14,88,13,98,F
2021/02/23,04:23:14,17,99,14,89,13,98,F
2021/02/23,04:28:15,17,99,14,53,13,98,F
2021/02/23,04:33:29,17,99,14,67,12,98,F
2021/02/23,04:38:41,17,99,14,71,12,98,F
2021/02/23,04:43:41,17,99,14,45,12,98,F
2021/02/23,04:48:43,17,99,14,71,13,98,F
2021/02/23,04:53:44,17,99,14,71,13,98,F
2021/02/23,04:58:44,17,99,15,53,13,99,F
2021/02/23,05:03:45,17,99,15,44,13,98,F
2021/02/23,05:08:46,17,99,15,22,13,98,F
2021/02/23,05:13:49,17,99,15,71,13,99,F
2021/02/23,05:18:49,17,99,15,67,14,99,F
2021/02/23,05:23:53,17,99,15,54,14,99,F
2021/02/23,05:28:53,17,99,15,18,14,99,F
2021/02/23,05:33:53,17,99,16,89,14,99,F
2021/02/23,05:38:53,17,99,16,45,14,98,F
2021/02/23,05:43:54,17,99,16,54,14,99,F
2021/02/23,05:49:01,17,99,16,72,14,99,F
2021/02/23,05:54:04,17,99,16,89,14,99,F
2021/02/23,05:59:05,17,99,16,22,14,99,F
2021/02/23,06:04:04,17,99,16,72,14,99,F
2021/02/23,06:09:04,17,99,16,90,14,99,F
2021/02/23,06:14:06,17,99,16,90,14,99,F
2021/02/23,06:19:06,17,99,16,73,14,99,F
2021/02/23,06:24:06,17,99,16,90,14,99,F
2021/02/23,06:29:05,17,99,16,90,14,99,F
2021/02/23,06:34:06,17,99,16,18,14,99,F
2021/02/23,06:39:07,17,99,16,72,14,99,F
2021/02/23,06:44:06,17,99,16,71,15,98,F
2021/02/23,06:49:10,17,99,16,66,15,98,F
2021/02/23,06:54:11,17,99,17,88,15,98,F
2021/02/23,06:59:12,17,99,17,35,15,97,F
2021/02/23,07:04:14,17,99,17,53,16,97,F
2021/02/23,07:09:14,17,99,18,44,16,96,F
2021/02/23,07:14:16,17,99,18,52,16,95,F
2021/02/23,07:19:18,17,99,18,18,16,94,F
2021/02/23,07:24:22,17,99,18,64,17,93,F
2021/02/23,07:29:22,17,99,18,67,17,92,F
2021/02/23,07:34:27,17,99,19,67,17,92,F
2021/02/23,07:39:28,17,99,19,28,18,90,F
2021/02/23,07:44:30,17,99,20,0,18,89,F
2021/02/23,07:49:32,17,99,20,40,18,87,F
2021/02/23,07:54:32,17,99,20,20,19,86,F
2021/02/23,07:59:32,17,99,21,39,19,84,F
2021/02/23,08:04:33,17,99,21,46,20,83,F
2021/02/23,08:09:34,19,99,21,60,20,81,F
2021/02/23,08:14:35,20,98,22,37,20,80,F
2021/02/23,08:19:36,20,96,22,36,20,78,F
2021/02/23,08:24:36,21,94,23,29,21,77,F
2021/02/23,08:29:36,21,91,23,28,22,73,F
2021/02/23,08:34:38,23,87,25,40,24,68,F
2021/02/23,08:39:40,24,84,26,47,24,66,F
2021/02/23,08:44:42,25,81,27,15,26,62,F
2021/02/23,08:49:43,25,80,27,36,26,62,F
2021/02/23,08:54:43,25,79,27,24,26,62,F
2021/02/23,08:59:45,26,78,28,42,26,61,F
2021/02/23,09:04:44,26,76,28,43,27,60,F
2021/02/23,09:09:45,26,76,29,22,28,58,F
2021/02/23,09:14:44,27,75,29,40,28,57,F
2021/02/23,09:19:45,26,61,28,2,26,50,T
2021/02/23,09:24:45,22,51,23,28,21,49,F
2021/02/23,09:29:48,24,58,26,49,24,49,F
2021/02/23,09:34:49,26,60,28,36,26,50,F
2021/02/23,09:39:48,27,60,29,20,28,48,T
2021/02/23,09:44:50,24,43,25,23,23,40,T
2021/02/23,09:49:53,22,44,23,30,22,41,T
2021/02/23,09:54:53,22,44,24,29,22,40,T
2021/02/23,09:59:56,23,43,24,30,22,40,T
2021/02/23,10:04:57,24,41,25,14,23,38,T
2021/02/23,10:09:58,24,40,25,27,23,37,T
2021/02/23,10:14:59,24,41,25,28,23,37,T
2021/02/23,10:19:58,24,41,25,22,24,37,T
2021/02/23,10:24:58,24,40,25,15,24,37,T
2021/02/23,10:30:00,24,40,26,18,24,36,T
2021/02/23,10:35:01,25,39,26,20,25,34,T
2021/02/23,10:40:02,27,36,29,18,28,30,T
2021/02/23,10:45:02,28,34,30,22,27,30,T
2021/02/23,10:50:01,26,37,27,25,25,32,T
2021/02/23,10:55:02,27,35,29,30,27,31,T
2021/02/23,11:00:04,28,34,31,21,29,29,T
2021/02/23,11:05:06,26,35,28,19,26,32,T
2021/02/23,11:10:05,23,41,24,30,22,39,T
2021/02/23,11:15:06,23,40,23,29,22,38,T
2021/02/23,11:20:07,24,39,24,36,24,36,T
2021/02/23,11:25:07,29,33,32,27,30,27,T
2021/02/23,11:30:07,30,31,32,15,30,26,T
2021/02/23,11:35:07,29,32,31,15,28,28,T
2021/02/23,11:40:08,25,36,26,13,24,35,T
2021/02/23,11:45:09,25,37,26,28,24,35,T
2021/02/23,11:50:12,27,34,28,19,26,32,T
2021/02/23,11:55:14,29,32,30,27,28,28,T
2021/02/23,12:00:14,27,34,29,29,26,30,T
2021/02/23,12:05:13,26,35,27,19,25,33,T
2021/02/23,12:10:13,27,34,28,16,26,32,T
2021/02/23,12:15:13,30,30,31,16,30,26,T
2021/02/23,12:20:14,31,29,32,26,30,26,T
2021/02/23,12:25:14,32,27,33,18,30,26,T
2021/02/23,12:30:18,33,27,34,19,32,24,T
2021/02/23,12:35:19,32,28,33,14,30,25,T
2021/02/23,12:40:21,26,33,26,19,24,32,T
2021/02/23,12:45:22,26,34,26,8,25,32,T
2021/02/23,12:50:22,26,33,27,19,25,31,T
2021/02/23,12:55:22,26,34,26,7,25,32,T
2021/02/23,13:00:23,25,36,26,16,24,32,T
2021/02/23,13:05:23,25,36,26,25,25,32,T
2021/02/23,13:10:24,26,35,27,31,25,32,T
2021/02/23,13:15:26,31,30,31,10,29,27,T
2021/02/23,13:20:30,33,27,35,14,31,24,T
2021/02/23,13:25:31,34,26,36,1,32,23,T
2021/02/23,13:30:32,34,26,36,22,31,24,T
2021/02/23,13:35:31,34,26,36,13,32,24,T
2021/02/23,13:40:34,34,27,35,23,31,25,T
2021/02/23,13:45:36,33,28,34,25,30,27,T
2021/02/23,13:50:36,33,28,34,15,31,26,T
2021/02/23,13:55:37,33,28,34,24,30,26,T
2021/02/23,14:00:38,32,28,32,14,29,27,T
2021/02/23,14:05:40,32,28,32,21,29,27,T
2021/02/23,14:10:41,33,28,34,15,30,27,T
2021/02/23,14:15:42,33,28,34,24,31,26,T
2021/02/23,14:20:42,33,27,35,15,31,25,T
2021/02/23,14:25:41,33,27,34,11,31,25,T
2021/02/23,14:30:43,33,27,34,18,30,26,T
2021/02/23,14:35:44,33,28,34,25,30,27,T
2021/02/23,14:40:43,32,28,34,19,30,26,T
2021/02/23,14:45:43,33,28,35,24,31,26,T
2021/02/23,14:50:43,33,28,34,12,31,26,T
2021/02/23,14:55:44,33,27,34,19,31,26,T
2021/02/23,15:00:45,33,28,35,15,32,25,T
2021/02/23,15:05:46,32,28,34,18,31,26,T
2021/02/23,15:10:46,32,28,34,18,31,25,T
2021/02/23,15:15:47,32,29,34,20,31,26,T
2021/02/23,15:20:49,32,29,34,15,31,26,T
